	BioProject	Title	collection_date	geo_loc_name	lat_lon	isolate	depth	elev	isolation_source	host	sample_type	description	env_broad_scale	env_local_scale	env_medium	BioSampleModel	replicate	BioProject.1	rel_to_oxygen	samp_collect_device	samp_size	cultivar	plot	BioSample	Target	Layout	Primer_set	Region	Extraction_method	Fwd_file	Rev_file
SRR11789769	PRJNA632843	A-3-Soil	2018-09-16	USA: Michigan, Dansville	42.51717 N 84.32599 W		0 m	290 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923152	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	262_R1.fastq	262_R2.fastq
SRR11789770	PRJNA632843	C-2-Soil	2018-09-16	USA: Michigan, Dansville	42.51629 N 84.32469 W		0 m	290 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923151	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	261_R1.fastq	261_R2.fastq
SRR11789771	PRJNA632843	A-2-Soil	2018-09-16	USA: Michigan, Dansville	42.51629 N 84.32469 W		0 m	290 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923150	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	260_R1.fastq	260_R2.fastq
SRR11789773	PRJNA632843	C-1-Soil	2018-09-16	USA: Michigan, Dansville	42.51722 N 84.32303 W		0 m	292 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923149	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	259_R1.fastq	259_R2.fastq
SRR11789774	PRJNA632843	A-1-Soil	2018-09-16	USA: Michigan, Dansville	42.51722 N 84.32303 W		0 m	292 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923148	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	258_R1.fastq	258_R2.fastq
SRR7497168	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	60.fastq	SRR7497168
SRR7497169	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	59.fastq	SRR7497169
SRR7497170	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	56.fastq	SRR7497170
SRR7497171	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	55.fastq	SRR7497171
SRR7497172	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	58.fastq	SRR7497172
SRR7497173	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	57.fastq	SRR7497173
SRR7497174	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	52.fastq	SRR7497174
SRR7497175	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	51.fastq	SRR7497175
SRR7497176	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	54.fastq	SRR7497176
SRR7497177	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	53.fastq	SRR7497177
SRR7497178	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	49.fastq	SRR7497178
SRR7497179	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	50.fastq	SRR7497179
SRR7497180	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	47.fastq	SRR7497180
SRR7497181	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	48.fastq	SRR7497181
SRR7497182	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	45.fastq	SRR7497182
SRR7497183	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	46.fastq	SRR7497183
SRR7497184	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	43.fastq	SRR7497184
SRR7497185	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	44.fastq	SRR7497185
SRR7497186	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	41.fastq	SRR7497186
SRR7497187	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	42.fastq	SRR7497187
SRR7497188	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	40.fastq	SRR7497188
SRR7497189	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	39.fastq	SRR7497189
SRR7497190	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	34.fastq	SRR7497190
SRR7497191	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	33.fastq	SRR7497191
SRR7497192	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	32.fastq	SRR7497192
SRR7497193	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	31.fastq	SRR7497193
SRR7497194	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	38.fastq	SRR7497194
SRR7497195	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	37.fastq	SRR7497195
SRR7497196	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	36.fastq	SRR7497196
SRR7497197	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	35.fastq	SRR7497197
SRR7497198	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	109.fastq	SRR7497198
SRR7497199	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	110.fastq	SRR7497199
SRR7497200	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	101.fastq	SRR7497200
SRR7497201	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	102.fastq	SRR7497201
SRR7497202	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	103.fastq	SRR7497202
SRR7497203	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	104.fastq	SRR7497203
SRR7497204	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	105.fastq	SRR7497204
SRR7497205	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	106.fastq	SRR7497205
SRR7497206	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	107.fastq	SRR7497206
SRR7497207	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	108.fastq	SRR7497207
SRR7497208	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	100.fastq	SRR7497208
SRR7497209	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	99.fastq	SRR7497209
SRR7497210	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	25.fastq	SRR7497210
SRR7497211	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	26.fastq	SRR7497211
SRR7497212	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	27.fastq	SRR7497212
SRR7497213	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	28.fastq	SRR7497213
SRR7497214	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	21.fastq	SRR7497214
SRR7497215	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	22.fastq	SRR7497215
SRR7497216	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	23.fastq	SRR7497216
SRR7497217	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	24.fastq	SRR7497217
SRR7497218	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	29.fastq	SRR7497218
SRR7497219	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	30.fastq	SRR7497219
SRR7497220	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	118.fastq	SRR7497220
SRR7497221	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	117.fastq	SRR7497221
SRR7497222	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	116.fastq	SRR7497222
SRR7497223	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	115.fastq	SRR7497223
SRR7497224	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	114.fastq	SRR7497224
SRR7497225	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	113.fastq	SRR7497225
SRR7497226	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	112.fastq	SRR7497226
SRR7497227	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	111.fastq	SRR7497227
SRR7497228	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	120.fastq	SRR7497228
SRR7497229	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	119.fastq	SRR7497229
SRR7497230	PRJNA480528	Microbe sample from fungus	2015-03-30	China:Nanjing	32.06 N 118.82 E	missing	missing	missing	Environment	Soil	metagenomic assembly	below ground fungal community shifts in a fire chronosequence of great Khingan mountain	missing	missing	missing	MIGS/MIMS/MIMARKS.soil								SAMN09630242	Fungi	paired	ITS3-ITS4	ITS2	MP FastDNA Spin Kit for Soil	94.fastq	SRR7497230
